,fc,fl
0,0.33,0.31
1,0.33,0.3
2,0.32,0.31
3,0.32,0.3
4,0.32,0.3
5,0.32,0.3
6,0.32,0.3
7,0.32,0.31
8,0.32,0.31
9,0.32,0.3
10,0.33,0.29
11,0.33,0.29
12,0.33,0.28
13,0.33,0.28
14,0.32,0.29
15,0.32,0.29
16,0.32,0.28
17,0.32,0.28
18,0.32,0.28
19,0.32,0.28
20,0.33,0.27
21,0.33,0.27
22,0.34,0.26
23,0.34,0.26
24,0.34,0.26
25,0.34,0.25
26,0.33,0.25
27,0.33,0.25
28,0.32,0.26
29,0.32,0.26
30,0.31,0.26
31,0.31,0.26
32,0.31,0.26
33,0.31,0.26
34,0.31,0.25
35,0.32,0.24
36,0.32,0.24
37,0.31,0.24
38,0.31,0.24
39,0.31,0.24
40,0.31,0.23
41,0.31,0.23
42,0.31,0.23
43,0.31,0.24
44,0.31,0.24
45,0.31,0.24
46,0.31,0.24
47,0.31,0.24
48,0.31,0.24
49,0.32,0.23
50,0.32,0.23
51,0.32,0.23
52,0.32,0.23
53,0.32,0.23
54,0.32,0.23
55,0.33,0.22
56,0.33,0.22
57,0.33,0.22
58,0.33,0.22
59,0.32,0.22
60,0.32,0.22
61,0.32,0.22
62,0.32,0.22
63,0.32,0.22
64,0.32,0.22
65,0.31,0.22
66,0.31,0.22
67,0.31,0.22
68,0.31,0.21
69,0.31,0.21
70,0.31,0.21
71,0.31,0.21
72,0.31,0.21
73,0.31,0.21
74,0.31,0.21
75,0.31,0.21
76,0.31,0.21
77,0.31,0.21
78,0.31,0.21
79,0.3,0.21
80,0.3,0.21
81,0.3,0.21
82,0.29,0.21
83,0.29,0.21
84,0.29,0.21
85,0.29,0.2
86,0.29,0.2
87,0.29,0.2
88,0.28,0.21
89,0.28,0.21
90,0.28,0.21
91,0.28,0.21
92,0.28,0.21
93,0.27,0.21
94,0.27,0.21
95,0.27,0.21
96,0.27,0.21
97,0.26,0.21
98,0.26,0.21
99,0.26,0.21
100,0.26,0.21
101,0.25,0.21
102,0.25,0.21
103,0.25,0.21
104,0.25,0.2
105,0.25,0.2
106,0.25,0.19
107,0.26,0.18
108,0.26,0.18
109,0.26,0.18
110,0.26,0.17
111,0.26,0.16
112,0.26,0.16
113,0.26,0.16
114,0.26,0.16
115,0.26,0.16
116,0.26,0.16
117,0.26,0.15
118,0.26,0.15
119,0.27,0.14
120,0.27,0.14
121,0.27,0.14
122,0.27,0.14
123,0.27,0.14
124,0.27,0.14
125,0.26,0.14
126,0.26,0.14
127,0.26,0.14
128,0.26,0.14
129,0.26,0.14
130,0.26,0.14
131,0.26,0.14
132,0.26,0.15
133,0.26,0.15
134,0.26,0.15
135,0.26,0.14
136,0.26,0.13
137,0.26,0.13
138,0.26,0.13
139,0.26,0.13
140,0.26,0.13
141,0.26,0.13
142,0.26,0.13
143,0.25,0.13
144,0.25,0.13
145,0.25,0.13
146,0.25,0.13
147,0.25,0.13
148,0.24,0.13
149,0.24,0.13
150,0.24,0.13
151,0.24,0.13
152,0.24,0.13
153,0.24,0.13
154,0.24,0.13
155,0.24,0.13
156,0.23,0.13
157,0.23,0.13
158,0.23,0.13
159,0.23,0.13
160,0.23,0.13
161,0.23,0.13
162,0.23,0.12
163,0.23,0.12
164,0.23,0.12
165,0.23,0.12
