,r,t,fc
0,0.1000,265.0,0.07
0,0.1000,266.0,0.07
0,0.1000,267.0,0.07
0,0.1000,268.0,0.07
0,0.1000,269.0,0.07
0,0.1000,270.0,0.07
0,0.1000,271.0,0.07
0,0.1000,272.0,0.07
0,0.1000,273.0,0.07
0,0.1000,274.0,0.07
0,0.1000,275.0,0.07
0,0.1000,276.0,0.07
0,0.1000,277.0,0.07
0,0.1000,278.0,0.07
0,0.1000,279.0,0.07
0,0.1000,280.0,0.07
0,0.1000,281.0,0.07
0,0.1000,282.0,0.07
0,0.1000,283.0,0.07
0,0.1000,284.0,0.07
0,0.1000,285.0,0.07
0,0.1000,286.0,0.07
0,0.1000,287.0,0.07
0,0.1000,288.0,0.07
0,0.1000,289.0,0.07
0,0.1000,290.0,0.07
0,0.1000,291.0,0.07
0,0.1000,292.0,0.07
0,0.1000,293.0,0.07
0,0.1000,294.0,0.07
0,0.1000,295.0,0.07
0,0.1000,296.0,0.07
0,0.1000,297.0,0.07
0,0.1000,298.0,0.06
0,0.1000,299.0,0.06
0,0.1000,300.0,0.06
0,0.1000,301.0,0.06
0,0.1000,302.0,0.06
0,0.1000,303.0,0.06
0,0.1000,304.0,0.06
0,0.1000,305.0,0.06
0,0.1000,306.0,0.05
0,0.1000,307.0,0.05
0,0.1000,308.0,0.05
0,0.1000,309.0,0.05
0,0.1000,310.0,0.05
0,0.1000,311.0,0.05
0,0.1000,312.0,0.05
0,0.1000,313.0,0.05
0,0.1000,314.0,0.05
0,0.1000,315.0,0.05
0,0.1000,316.0,0.05
0,0.1000,317.0,0.05
0,0.1000,318.0,0.05
0,0.1000,319.0,0.05
0,0.1000,320.0,0.05
0,0.1000,321.0,0.05
0,0.1000,322.0,0.05
0,0.1000,323.0,0.05
0,0.1000,324.0,0.05
0,0.1000,325.0,0.05
0,0.1000,326.0,0.05
0,0.1000,327.0,0.04
0,0.1000,328.0,0.04
0,0.1000,329.0,0.04
0,0.1000,330.0,0.04
0,0.1000,331.0,0.04
0,0.1000,332.0,0.04
0,0.1000,333.0,0.04
0,0.1000,334.0,0.04
0,0.1000,335.0,0.04
0,0.1000,336.0,0.04
0,0.1000,337.0,0.04
0,0.1000,338.0,0.04
0,0.1000,339.0,0.04
0,0.1000,340.0,0.04
0,0.1000,341.0,0.04
0,0.1000,342.0,0.04
0,0.1000,343.0,0.04
0,0.1000,344.0,0.04
0,0.1000,345.0,0.04
0,0.1000,346.0,0.04
0,0.1000,347.0,0.04
0,0.1000,348.0,0.04
0,0.1000,349.0,0.04
0,0.1000,350.0,0.04
0,0.1000,351.0,0.04
0,0.1000,352.0,0.04
0,0.1000,353.0,0.04
0,0.1000,354.0,0.04
0,0.1000,355.0,0.04
0,0.1000,356.0,0.04
0,0.1000,357.0,0.04
0,0.1000,358.0,0.04
0,0.1000,359.0,0.04
0,0.1000,360.0,0.04
0,0.1000,361.0,0.04
0,0.1000,362.0,0.04
0,0.1000,363.0,0.04
0,0.1000,364.0,0.04
0,0.1000,365.0,0.04
0,0.1000,366.0,0.04
0,0.1000,367.0,0.04
0,0.1000,368.0,0.04
0,0.1000,369.0,0.04
0,0.1000,370.0,0.04
0,0.1000,371.0,0.04
0,0.1000,372.0,0.04
0,0.1000,373.0,0.04
0,0.1000,374.0,0.04
0,0.1000,375.0,0.04
0,0.1000,376.0,0.04
0,0.1000,377.0,0.04
0,0.1000,378.0,0.04
0,0.1000,379.0,0.04
0,0.1000,380.0,0.04
0,0.1000,381.0,0.03
0,0.1000,382.0,0.03
0,0.1000,383.0,0.03
0,0.1000,384.0,0.03
0,0.1000,385.0,0.03
0,0.1000,386.0,0.03
0,0.1000,387.0,0.03
0,0.1000,388.0,0.03
0,0.1000,389.0,0.03
0,0.1000,390.0,0.03
0,0.1000,391.0,0.03
0,0.1000,392.0,0.03
0,0.1000,393.0,0.03
0,0.1000,394.0,0.03
0,0.1000,395.0,0.03
0,0.1000,396.0,0.03
0,0.1000,397.0,0.03
0,0.1000,398.0,0.03
0,0.1000,399.0,0.03
0,0.1000,400.0,0.03
0,0.1000,401.0,0.03
0,0.1000,402.0,0.02
0,0.1000,403.0,0.02
0,0.1000,404.0,0.02
0,0.1000,405.0,0.02
0,0.1000,406.0,0.02
0,0.1000,407.0,0.02
0,0.1000,408.0,0.02
0,0.1000,409.0,0.02
0,0.1000,410.0,0.02
0,0.1000,411.0,0.02
0,0.1000,412.0,0.02
0,0.1000,413.0,0.02
0,0.1000,414.0,0.02
0,0.1000,415.0,0.02
0,0.1000,416.0,0.02
0,0.1000,417.0,0.02
0,0.1000,418.0,0.02
0,0.1000,419.0,0.02
0,0.1000,420.0,0.02
0,0.1000,421.0,0.02
0,0.1000,422.0,0.02
0,0.1000,423.0,0.02
0,0.1000,424.0,0.02
0,0.1000,425.0,0.02
0,0.1000,426.0,0.02
0,0.1000,427.0,0.02
0,0.1000,428.0,0.02
0,0.1000,429.0,0.02
0,0.1000,430.0,0.02
0,0.1000,431.0,0.02
0,0.1000,432.0,0.02
0,0.1000,433.0,0.02
0,0.1000,434.0,0.02
0,0.1000,435.0,0.02
0,0.1000,436.0,0.02
0,0.1000,437.0,0.02
0,0.1000,438.0,0.02
0,0.1000,439.0,0.02
0,0.1000,440.0,0.02
0,0.1000,441.0,0.02
0,0.1000,442.0,0.02
0,0.1000,443.0,0.02
0,0.1000,444.0,0.02
0,0.1000,445.0,0.02
0,0.1000,446.0,0.02
0,0.1000,447.0,0.02
0,0.1000,448.0,0.02
0,0.1000,449.0,0.02
0,0.1000,450.0,0.02
0,0.1000,451.0,0.02
0,0.1000,452.0,0.02
0,0.1000,453.0,0.02
0,0.1000,454.0,0.02
0,0.1000,455.0,0.02
0,0.1000,456.0,0.02
0,0.1000,457.0,0.02
0,0.1000,458.0,0.02
0,0.1000,459.0,0.02
0,0.1000,460.0,0.02
0,0.1000,461.0,0.02
0,0.1000,462.0,0.02
0,0.1000,463.0,0.02
0,0.1000,464.0,0.02
0,0.1000,465.0,0.02
0,0.1000,466.0,0.02
0,0.1000,467.0,0.02
0,0.1000,468.0,0.01
0,0.1000,469.0,0.01
0,0.1000,470.0,0.01
0,0.1000,471.0,0.01
0,0.1000,472.0,0.01
0,0.1000,473.0,0.01
0,0.1000,474.0,0.01
0,0.1000,475.0,0.01
0,0.1000,476.0,0.01
0,0.1000,477.0,0.01
0,0.1000,478.0,0.01
0,0.1000,479.0,0.01
0,0.1000,480.0,0.01
0,0.1000,481.0,0.01
0,0.1000,482.0,0.01
0,0.1000,483.0,0.01
0,0.1000,484.0,0.01
0,0.1000,485.0,0.01
0,0.1000,486.0,0.01
0,0.1000,487.0,0.01
0,0.1000,488.0,0.01
0,0.1000,489.0,0.01
0,0.1000,490.0,0.01
0,0.1000,491.0,0.01
0,0.1000,492.0,0.01
0,0.1000,493.0,0.01
0,0.1000,494.0,0.01
0,0.1000,495.0,0.01
0,0.1000,496.0,0.01
0,0.1000,497.0,0.01
0,0.1000,498.0,0.01
0,0.1000,499.0,0.01
0,0.1000,500.0,0.01
0,0.1000,501.0,0.01
0,0.1000,502.0,0.01
0,0.1000,503.0,0.01
0,0.1000,504.0,0.01
0,0.1000,505.0,0.01
0,0.1000,506.0,0.01
0,0.1000,507.0,0.01
0,0.1000,508.0,0.01
0,0.1000,509.0,0.01
0,0.1000,510.0,0.01
0,0.1000,511.0,0.01
0,0.1000,512.0,0.01
0,0.1000,513.0,0.0
