,r,t,fc
0,0.1000,836.0,0.04
0,0.1000,837.0,0.04
0,0.1000,838.0,0.04
0,0.1000,839.0,0.04
0,0.1000,840.0,0.04
0,0.1000,841.0,0.04
0,0.1000,842.0,0.04
0,0.1000,843.0,0.04
0,0.1000,844.0,0.04
0,0.1000,845.0,0.04
0,0.1000,846.0,0.04
0,0.1000,847.0,0.04
0,0.1000,848.0,0.04
0,0.1000,849.0,0.04
0,0.1000,850.0,0.04
0,0.1000,851.0,0.04
0,0.1000,852.0,0.04
0,0.1000,853.0,0.04
0,0.1000,854.0,0.03
0,0.1000,855.0,0.03
0,0.1000,856.0,0.03
0,0.1000,857.0,0.03
0,0.1000,858.0,0.03
0,0.1000,859.0,0.03
0,0.1000,860.0,0.03
0,0.1000,861.0,0.03
0,0.1000,862.0,0.03
0,0.1000,863.0,0.03
0,0.1000,864.0,0.03
0,0.1000,865.0,0.03
0,0.1000,866.0,0.03
0,0.1000,867.0,0.03
0,0.1000,868.0,0.03
0,0.1000,869.0,0.03
0,0.1000,870.0,0.03
0,0.1000,871.0,0.03
0,0.1000,872.0,0.03
0,0.1000,873.0,0.03
0,0.1000,874.0,0.03
0,0.1000,875.0,0.03
0,0.1000,876.0,0.03
0,0.1000,877.0,0.03
0,0.1000,878.0,0.03
0,0.1000,879.0,0.03
0,0.1000,880.0,0.03
0,0.1000,881.0,0.03
0,0.1000,882.0,0.03
0,0.1000,883.0,0.03
0,0.1000,884.0,0.03
0,0.1000,885.0,0.03
0,0.1000,886.0,0.03
0,0.1000,887.0,0.03
0,0.1000,888.0,0.03
0,0.1000,889.0,0.03
0,0.1000,890.0,0.03
0,0.1000,891.0,0.03
0,0.1000,892.0,0.03
0,0.1000,893.0,0.03
0,0.1000,894.0,0.03
0,0.1000,895.0,0.03
0,0.1000,896.0,0.03
0,0.1000,897.0,0.02
0,0.1000,898.0,0.02
0,0.1000,899.0,0.02
0,0.1000,900.0,0.02
0,0.1000,901.0,0.02
0,0.1000,902.0,0.02
0,0.1000,903.0,0.02
0,0.1000,904.0,0.02
0,0.1000,905.0,0.02
0,0.1000,906.0,0.02
0,0.1000,907.0,0.02
0,0.1000,908.0,0.02
0,0.1000,909.0,0.02
0,0.1000,910.0,0.02
0,0.1000,911.0,0.02
0,0.1000,912.0,0.02
0,0.1000,913.0,0.02
0,0.1000,914.0,0.02
0,0.1000,915.0,0.02
0,0.1000,916.0,0.02
0,0.1000,917.0,0.02
0,0.1000,918.0,0.02
0,0.1000,919.0,0.02
0,0.1000,920.0,0.02
0,0.1000,921.0,0.02
0,0.1000,922.0,0.02
0,0.1000,923.0,0.02
0,0.1000,924.0,0.02
0,0.1000,925.0,0.02
0,0.1000,926.0,0.02
0,0.1000,927.0,0.02
0,0.1000,928.0,0.02
0,0.1000,929.0,0.02
0,0.1000,930.0,0.02
